,project,subproject,institution,componentType,type,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value,property4_key,property4_value,property5_key,property5_value
210,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0211,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,1
211,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0212,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,2
212,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0213,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,3
213,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0214,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,4
214,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0215,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,5
215,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0216,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,6
216,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0217,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,7
217,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0218,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,8
218,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0219,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,9
219,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0220,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,10
220,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0221,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,1
221,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0222,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,2
222,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0223,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,3
223,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0224,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,4
224,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0225,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,5
225,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0226,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,6
226,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0227,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,7
227,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0228,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,8
228,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0229,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,9
229,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0230,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,10
230,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0231,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,1
231,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0232,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,2
232,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0233,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,3
233,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0234,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,4
234,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0235,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,5
235,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0236,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,6
236,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0237,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,7
237,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0238,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,8
238,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0239,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,9
239,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0240,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,10
240,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0241,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,1
241,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0242,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,2
242,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0243,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,3
243,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0244,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,4
244,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0245,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,5
245,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0246,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,6
246,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0247,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,7
247,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0248,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,8
248,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0249,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,9
249,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0250,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,10
250,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0251,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,1
251,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0252,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,2
252,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0253,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,3
253,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0254,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,4
254,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0255,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,5
255,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0256,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,6
256,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0257,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,7
257,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0258,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,8
258,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0259,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,9
259,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0260,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,10
260,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0261,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,1
261,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0262,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,2
262,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0263,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,3
263,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0264,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,4
264,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0265,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,5
265,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0266,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,6
266,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0267,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,7
267,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0268,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,8
268,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0269,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,9
269,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0270,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,10
270,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0271,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,1
271,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0272,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,2
272,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0273,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,3
273,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0274,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,4
274,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0275,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,5
275,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0276,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,6
276,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0277,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,7
277,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0278,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,8
278,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0279,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,9
279,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0280,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,E ,ASSEMBLY_TOOL_POSITION,10
280,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0281,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,1
281,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0282,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,2
282,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0283,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,3
283,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0284,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,4
284,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0285,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,5
285,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0286,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,6
286,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0287,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,7
287,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0288,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,8
288,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0289,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,9
289,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0290,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-28,Assembly_Tool_Identified,F,ASSEMBLY_TOOL_POSITION,10
290,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0291,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,1
291,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0292,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,2
292,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0293,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,3
293,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0294,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,4
294,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0295,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,5
295,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0296,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,6
296,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0297,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,7
297,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0298,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,8
298,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0299,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,9
299,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0300,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,10
300,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0301,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,1
301,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0302,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,2
302,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0303,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,3
303,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0304,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,4
304,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0305,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,5
305,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0306,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,6
306,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0307,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,7
307,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0308,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,8
308,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0309,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,9
309,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0310,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,10
310,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0311,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,1
311,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0312,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,2
312,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0313,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,3
313,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0314,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,4
314,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0315,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,5
315,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0316,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,6
316,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0317,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,7
317,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0318,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-07-03,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,8
